,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,label
435,6.9,0.2,0.37,6.2,0.027000000000000003,24,97,0.992,3.38,0.49,12.2,7,1
3052,5.6,0.2,0.66,10.2,0.043,78,175,0.9945,2.98,0.43,10.4,7,1
1223,8.0,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5,1
1607,5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,7,1
2692,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6,1
592,6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5,1
3000,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,1
1579,7.6,0.31,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9.0,4,1
4342,5.7,0.28,0.35,1.2,0.052000000000000005,39,141,0.99108,3.44,0.69,11.3,6,1
1425,6.8,0.22,0.49,0.9,0.052000000000000005,26,128,0.991,3.25,0.35,11.4,6,1
3899,6.0,0.21,0.3,8.7,0.036000000000000004,47,127,0.9936799999999999,3.18,0.39,10.6,5,1
4764,5.9,0.26,0.29,5.4,0.046,34,116,0.99224,3.24,0.41,11.4,6,1
4782,6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6,1
1537,8.1,0.28,0.49,1.0,0.04,32,148,0.9936,3.13,0.41,10.0,6,1
4388,6.7,0.26,0.29,7.1,0.036000000000000004,28,100,0.99534,3.08,0.36,9.3,6,1
4615,6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.266666666666698,7,1
3237,6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11.0,7,1
4028,5.9,0.25,0.27,1.5,0.028999999999999998,37,81,0.9892,3.2,0.46,12.2,6,1
4398,7.4,0.27,0.26,11.8,0.053,55,173,0.9969899999999999,3.11,0.6,9.8,5,1
308,6.2,0.33,0.27,4.9,0.036000000000000004,30,134,0.9927,3.2,0.42,10.4,7,1
1644,7.3,0.19,0.49,15.55,0.057999999999999996,50,134,0.9998,3.42,0.36,9.1,7,1
2276,6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,6,1
792,6.4,0.46,0.08,4.9,0.046,34,144,0.99445,3.1,0.56,10.0,5,1
3290,7.8,0.25,0.37,1.0,0.043,10,80,0.9912799999999999,3.08,0.38,11.4,5,1
2637,8.7,0.31,0.73,14.35,0.044000000000000004,27,191,1.00013,2.96,0.88,8.7,5,1
2796,6.5,0.37,0.3,2.2,0.033,39,107,0.9889399999999999,3.22,0.53,13.5,7,1
2977,6.6,0.23,0.2,11.4,0.044000000000000004,45,131,0.9960399999999999,2.96,0.51,9.7,6,1
1658,6.6,0.31,0.49,7.7,0.05,52,220,0.9964,3.12,0.45,8.8,5,1
924,7.9,0.28,0.41,2.0,0.044000000000000004,50,152,0.9934,3.45,0.49,10.7,8,1
100,7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3.0,0.44,9.1,5,1
2629,5.8,0.6,0.0,1.3,0.044000000000000004,72,197,0.9920200000000001,3.56,0.43,10.9,5,1
367,6.9,0.33,0.21,1.0,0.053,39,148,0.9927,3.12,0.45,9.4,6,1
1411,7.0,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,1
3616,7.7,0.32,0.61,11.8,0.040999999999999995,66,188,0.9979399999999999,3.0,0.54,9.3,5,1
3462,6.8,0.17,0.34,2.0,0.04,38,111,0.99,3.24,0.45,12.9,6,1
1623,7.0,0.14,0.49,5.9,0.053,22,118,0.9954,3.36,0.36,9.4,6,1
330,6.4,0.32,0.35,4.8,0.03,34,101,0.9912,3.36,0.6,12.5,8,1
989,7.7,0.28,0.39,8.9,0.036000000000000004,8,117,0.9935,3.06,0.38,12.0,7,1
3468,6.6,0.16,0.36,1.1,0.031,27,93,0.9888399999999999,3.23,0.34,13.2,8,1
2203,7.8,0.24,0.38,2.1,0.057999999999999996,14,167,0.9940000000000001,3.21,0.55,9.9,5,1
4092,6.4,0.5,0.2,2.4,0.059000000000000004,19,112,0.9931399999999999,3.18,0.4,9.2,6,1
2938,7.0,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8,1
2432,6.4,0.27,0.17,8.4,0.044000000000000004,60,198,0.9957799999999999,3.21,0.47,9.4,5,1
1262,7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,6,1
4494,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,1
2882,7.0,0.24,0.3,6.7,0.039,37,125,0.99436,3.2,0.39,9.9,5,1
2671,5.9,0.3,0.3,2.0,0.03,38,142,0.98892,3.41,0.41,12.9,7,1
4777,5.9,0.27,0.32,2.0,0.034,31,102,0.9895200000000001,3.16,0.56,12.3,6,1
3545,7.3,0.2,0.29,19.5,0.039,69,237,1.00037,3.1,0.48,9.2,6,1
1399,7.0,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,1
2864,5.3,0.16,0.39,1.0,0.027999999999999997,40,101,0.99156,3.57,0.59,10.6,6,1
4146,7.1,0.13,0.29,15.5,0.064,56,115,0.9973700000000001,3.16,0.41,9.7,7,1
1179,7.2,0.2,0.25,4.5,0.044000000000000004,31,109,0.9949,3.23,0.36,9.4,5,1
1539,7.3,0.26,0.49,5.0,0.027999999999999997,32,107,0.9936,3.24,0.54,10.8,6,1
4121,6.3,0.23,0.22,17.45,0.054000000000000006,42,151,0.9985299999999999,3.12,0.6,9.3,6,1
449,6.4,0.28,0.29,1.6,0.052000000000000005,34,127,0.9929,3.48,0.56,10.5,7,1
4270,6.6,0.21,0.3,9.9,0.040999999999999995,64,174,0.995,3.07,0.5,10.1,6,1
4856,7.1,0.23,0.39,13.7,0.057999999999999996,26,172,0.99755,2.9,0.46,9.0,6,1
4211,7.1,0.38,0.42,11.8,0.040999999999999995,32,193,0.99624,3.04,0.49,10.0,6,1
2471,5.6,0.35,0.4,6.3,0.022000000000000002,23,174,0.9922,3.54,0.5,11.6,7,1
2443,6.6,0.32,0.33,2.5,0.052000000000000005,40,219,0.99316,3.15,0.6,10.0,5,1
285,7.3,0.32,0.25,7.2,0.055999999999999994,47,180,0.9961,3.08,0.47,8.8,5,1
3219,6.2,0.35,0.31,2.6,0.036000000000000004,37,92,0.9893799999999999,3.27,0.53,12.8,7,1
1909,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5,1
3458,5.8,0.32,0.2,2.6,0.027000000000000003,17,123,0.98936,3.36,0.78,13.9,7,1
928,6.5,0.25,0.35,12.0,0.055,47,179,0.998,3.58,0.47,10.0,5,1
4456,6.0,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9.0,5,1
2420,8.1,0.4,0.32,7.9,0.031,23,118,0.9917600000000001,3.05,0.46,13.3,7,1
2025,7.5,0.3,0.71,1.3,0.16,44,149,0.9948,3.08,0.42,8.9,5,1
3751,5.5,0.17,0.23,2.9,0.039,10,108,0.9924299999999999,3.28,0.5,10.0,5,1
4634,5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2,6,1
952,6.5,0.17,0.33,1.4,0.027999999999999997,14,99,0.9928,3.23,0.55,10.1,6,1
1866,7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,6,1
353,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,1
1924,7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,4,1
472,6.6,0.24,0.29,2.0,0.023,19,86,0.99,3.25,0.45,12.5,6,1
279,7.0,0.3,0.49,4.7,0.036000000000000004,17,105,0.9916,3.26,0.68,12.4,7,1
4708,7.2,0.33,0.28,1.4,0.034,26,109,0.99246,3.28,0.57,10.6,6,1
3977,6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13.0,6,1
3073,6.7,0.24,0.41,2.9,0.039,48,122,0.9905200000000001,3.25,0.43,12.0,5,1
1812,5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,6,1
1347,8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,7,1
1538,6.0,0.17,0.49,1.0,0.034,26,106,0.992,3.21,0.42,9.8,6,1
2091,7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5,5,1
2165,7.0,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5,1
1800,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6,1
2755,6.6,0.34,0.18,6.4,0.08199999999999999,47,240,0.9971,3.42,0.48,9.2,5,1
4830,5.8,0.29,0.27,1.6,0.062,17,140,0.9913799999999999,3.23,0.35,11.1,6,1
3035,6.0,0.24,0.33,2.5,0.026000000000000002,31,85,0.9901399999999999,3.13,0.5,11.3,7,1
4707,5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,6,1
1548,7.1,0.36,0.24,1.8,0.025,32,102,0.9903,3.34,0.59,12.8,6,1
3225,6.6,0.33,0.4,2.65,0.040999999999999995,35,86,0.98916,3.11,0.39,13.3,7,1
1517,8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6,1
2683,7.1,0.31,0.17,1.0,0.042,21,144,0.9930399999999999,3.13,0.4,9.6,5,1
2894,6.4,0.125,0.36,1.4,0.044000000000000004,22,68,0.9901399999999999,3.15,0.5,11.7,7,1
1712,7.9,0.18,0.37,3.0,0.061,25,178,0.995,3.22,0.51,10.0,6,1
2751,6.8,0.17,0.36,1.4,0.036000000000000004,38,108,0.99006,3.19,0.66,12.0,6,1
12,7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8,5,1
3171,7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12.0,6,1
725,6.4,0.39,0.21,1.2,0.040999999999999995,35,136,0.99225,3.15,0.46,10.2,5,1
2984,6.9,0.3,0.3,10.55,0.037000000000000005,4,28,0.9918399999999999,3.07,0.32,12.7,6,1
3601,6.6,0.295,0.24,1.6,0.039,29,140,0.9930399999999999,3.35,0.61,10.4,7,1
4485,6.7,0.31,0.33,2.0,0.033,12,74,0.99064,3.29,0.65,12.5,6,1
4541,6.0,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,6,1
3279,7.4,0.16,0.32,1.4,0.065,23,140,0.99134,3.06,0.47,11.4,6,1
3883,6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,1
4102,6.9,0.37,0.23,9.5,0.057,54,166,0.9956799999999999,3.23,0.42,10.0,5,1
1075,6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7,7,1
565,7.8,0.22,0.38,10.3,0.059000000000000004,28,99,0.9967,3.12,0.47,10.0,6,1
3041,6.2,0.33,0.41,16.8,0.037000000000000005,58,173,0.99882,3.25,0.57,9.4,6,1
3994,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11.0,7,1
814,7.9,0.35,0.24,15.6,0.07200000000000001,44,229,0.99785,3.03,0.59,10.5,6,1
3282,6.7,0.12,0.36,2.3,0.039,43,125,0.99229,3.07,0.67,10.1,7,1
4846,5.1,0.3,0.3,2.3,0.048,40,150,0.98944,3.29,0.46,12.2,6,1
4245,7.6,0.35,0.47,13.3,0.037000000000000005,42,116,0.9982200000000001,3.04,0.5,9.2,5,1
2739,6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,7,1
3655,6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13.0,7,1
1860,6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,6,1
1236,6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,1
3811,7.2,0.28,0.38,2.0,0.052000000000000005,23,156,0.9912,3.13,0.52,11.1,5,1
1673,6.6,0.27,0.31,5.3,0.13699999999999998,35,163,0.9951,3.2,0.38,9.3,5,1
760,6.9,0.18,0.38,8.1,0.049,44,176,0.9958,3.3,0.54,9.8,6,1
2139,7.1,0.33,0.64,13.2,0.055999999999999994,12,105,0.9972,3.05,0.39,9.2,5,1
2037,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,5,1
4703,5.9,0.12,0.28,1.4,0.037000000000000005,36,83,0.99074,3.33,0.42,10.9,7,1
2814,6.7,0.19,0.39,1.0,0.032,14,71,0.9891200000000001,3.31,0.38,13.0,7,1
1328,5.2,0.37,0.33,1.2,0.027999999999999997,13,81,0.9902,3.37,0.38,11.7,6,1
3441,7.1,0.25,0.28,1.2,0.04,31,111,0.99174,3.18,0.53,11.1,5,1
4173,7.1,0.34,0.86,1.4,0.174,36,99,0.9928799999999999,2.92,0.5,9.3,5,1
736,6.6,0.25,0.3,14.4,0.052000000000000005,40,183,0.998,3.02,0.5,9.1,6,1
2661,7.2,0.3,0.26,1.5,0.040999999999999995,46,178,0.99154,3.19,0.56,11.3,6,1
3124,6.5,0.24,0.39,17.3,0.052000000000000005,22,126,0.9988799999999999,3.11,0.47,9.2,6,1
2207,6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,7,1
4729,6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7,5,1
390,7.0,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,1
2014,9.0,0.55,0.3,8.1,0.026000000000000002,14,71,0.993,2.94,0.36,11.8,5,1
1156,7.8,0.3,0.29,16.85,0.054000000000000006,23,135,0.9998,3.16,0.38,9.0,6,1
4589,5.4,0.29,0.38,1.2,0.028999999999999998,31,132,0.98895,3.28,0.36,12.4,6,1
1706,6.4,0.24,0.22,1.5,0.038,38,157,0.9934,3.41,0.55,9.9,6,1
229,7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,5,1
4642,5.7,0.24,0.3,1.3,0.03,25,98,0.9896799999999999,3.37,0.43,12.4,7,1
2775,7.0,0.36,0.32,10.05,0.045,37,131,0.9935200000000001,3.09,0.33,11.7,8,1
3951,6.3,0.33,0.2,17.9,0.066,36,161,0.9991,3.14,0.51,8.8,5,1
2342,7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3,8,1
4035,6.4,0.2,0.22,7.4,0.032,53,172,0.9940399999999999,3.24,0.58,11.0,6,1
1271,8.1,0.5,0.47,1.1,0.037000000000000005,23,126,0.9938,3.21,0.42,10.9,5,1
993,7.0,0.24,0.18,1.3,0.046,9,62,0.9940000000000001,3.38,0.47,10.1,4,1
3325,6.8,0.25,0.28,5.0,0.035,42,126,0.9904799999999999,3.12,0.38,12.6,7,1
718,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7,1
4341,7.4,0.27,0.52,15.7,0.054000000000000006,36,139,0.9978799999999999,3.04,0.62,10.0333333333333,6,1
4787,3.9,0.225,0.4,4.2,0.03,29,118,0.9890000000000001,3.57,0.36,12.8,8,1
2209,7.0,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,6,1
2187,6.8,0.25,0.18,1.4,0.055999999999999994,13,137,0.9935,3.11,0.42,9.5,5,1
709,6.2,0.47,0.21,1.0,0.044000000000000004,13,98,0.99345,3.14,0.46,9.2,5,1
3665,5.4,0.53,0.16,2.7,0.036000000000000004,34,128,0.98856,3.2,0.53,13.2,8,1
3993,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11.0,7,1
3381,6.9,0.19,0.35,6.9,0.045,51,125,0.9933,3.1,0.44,10.7,7,1
4338,7.3,0.19,0.27,13.9,0.057,45,155,0.9980700000000001,2.94,0.41,8.8,8,1
3768,6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,1
1392,6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,1
4357,5.9,0.28,0.34,3.6,0.04,50,194,0.9912,3.31,0.52,11.6,6,1
2924,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,1
641,6.1,0.28,0.25,12.9,0.054000000000000006,34,189,0.9979,3.25,0.43,9.0,4,1
803,6.6,0.21,0.31,11.4,0.039,46,165,0.99795,3.41,0.44,9.8,7,1
1698,7.0,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6,1
4498,6.8,0.2,0.25,6.2,0.052000000000000005,22,106,0.9935,3.09,0.54,10.8,5,1
2856,5.6,0.18,0.58,1.25,0.034,29,129,0.9898399999999999,3.51,0.6,12.0,7,1
3445,6.6,0.15,0.32,6.0,0.033,59,128,0.99192,3.19,0.71,12.1,8,1
4041,6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5,1
4531,7.3,0.28,0.54,12.9,0.049,62,162,0.9984,3.06,0.45,9.1,6,1
1709,6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,5,1
3085,8.5,0.23,0.4,9.9,0.036000000000000004,24,88,0.9951,3.02,0.42,10.5,6,1
1292,6.2,0.17,0.3,1.1,0.037000000000000005,14,79,0.993,3.5,0.54,10.3,6,1
4330,6.4,0.24,0.26,8.2,0.054000000000000006,47,182,0.9953799999999999,3.12,0.5,9.5,5,1
2678,7.1,0.31,0.17,1.0,0.042,21,144,0.9930399999999999,3.13,0.4,9.6,5,1
2579,6.4,0.28,0.56,1.7,0.156,49,106,0.99354,3.1,0.37,9.2,6,1
3139,6.2,0.19,0.29,4.3,0.045,33,126,0.9965799999999999,3.18,0.42,9.3,6,1
898,6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9,6,1
4081,5.7,0.25,0.26,12.5,0.049,52,106,0.9969100000000001,3.08,0.45,9.4,6,1
1217,8.0,0.61,0.38,12.1,0.301,24,220,0.9993,2.94,0.48,9.2,5,1
549,7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7,5,1
4206,5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3,6,1
3193,5.5,0.12,0.33,1.0,0.038,23,131,0.99164,3.25,0.45,9.8,5,1
1162,6.6,0.25,0.41,7.4,0.043,29,151,0.9946,3.15,0.6,10.2,7,1
2909,6.2,0.18,0.3,1.0,0.031,23,73,0.9903200000000001,3.23,0.52,11.3,6,1
3362,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6,1
1719,5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,6,1
2720,7.5,0.26,0.3,4.6,0.027000000000000003,29,92,0.99085,3.15,0.38,12.0,7,1
4714,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,7,1
3708,7.7,0.35,0.46,11.8,0.08800000000000001,61,183,0.9978600000000001,2.86,0.47,9.0,5,1
3845,6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5,1
795,7.2,0.31,0.26,7.3,0.05,37,157,0.99625,3.09,0.43,9.0,5,1
2355,7.6,0.48,0.33,7.0,0.024,14,130,0.9918,3.25,0.45,12.5,7,1
3593,5.6,0.28,0.28,4.2,0.044000000000000004,52,158,0.992,3.35,0.44,10.7,7,1
547,7.7,0.22,0.42,1.9,0.052000000000000005,10,87,0.9922,3.3,0.49,11.8,6,1
1206,7.0,0.26,0.46,15.55,0.037000000000000005,61,171,0.9986,2.94,0.35,8.8,6,1
257,6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11.0,7,1
3889,6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,6,1
3314,6.6,0.435,0.38,9.2,0.057999999999999996,66,243,0.9983299999999999,3.23,0.54,9.1,6,1
1041,7.7,0.275,0.3,1.0,0.039,19,75,0.992,3.01,0.56,10.7,5,1
887,6.5,0.3,0.32,2.0,0.044000000000000004,34,90,0.99185,3.37,0.68,11.0,7,1
2192,7.9,0.28,0.41,4.9,0.057999999999999996,31,153,0.9966,3.27,0.51,9.7,6,1
2016,6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5,7,1
496,7.2,0.4,0.62,10.8,0.040999999999999995,70,189,0.9976,3.08,0.49,8.6,4,1
4532,5.8,0.12,0.21,1.3,0.055999999999999994,35,121,0.9908,3.32,0.33,11.4,6,1
1017,7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6,1
1430,7.0,0.39,0.24,1.0,0.048,8,119,0.9923,3.0,0.31,10.1,4,1
4491,6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,6,1
2599,6.9,0.32,0.27,16.0,0.034,58,185,0.9993799999999999,3.34,0.6,9.0,6,1
3040,6.3,0.2,0.37,11.8,0.045,58,130,0.99519,3.2,0.35,10.8,5,1
3486,6.9,0.28,0.33,1.2,0.039,16,98,0.9904,3.07,0.39,11.7,6,1
1641,6.4,0.22,0.49,7.5,0.054000000000000006,42,151,0.9948,3.27,0.52,10.1,6,1
35,7.3,0.28,0.43,1.7,0.08,21,123,0.9905,3.19,0.42,12.8,5,1
4893,6.2,0.21,0.29,1.6,0.039,24,92,0.9911399999999999,3.27,0.5,11.2,6,1
76,7.1,0.18,0.36,1.4,0.043,31,87,0.9898,3.26,0.37,12.7,7,1
2527,7.3,0.16,0.35,1.5,0.036000000000000004,29,108,0.9934200000000001,3.27,0.51,10.2,6,1
432,7.4,0.155,0.34,2.3,0.045,73,214,0.9934,3.18,0.61,9.9,7,1
2574,6.8,0.26,0.24,1.9,0.043,70,154,0.9927299999999999,3.18,0.52,10.5,5,1
321,6.6,0.24,0.35,7.7,0.031,36,135,0.9938,3.19,0.37,10.5,5,1
2102,6.2,0.34,0.3,11.1,0.047,28,237,0.9981,3.18,0.49,8.7,5,1
1051,6.9,0.21,0.81,1.1,0.13699999999999998,52,123,0.9932,3.03,0.39,9.2,6,1
3214,5.2,0.335,0.2,1.7,0.033,17,74,0.9900200000000001,3.34,0.48,12.3,6,1
278,6.8,0.32,0.34,1.2,0.044000000000000004,14,67,0.9919,3.05,0.47,10.6,4,1
2718,5.2,0.28,0.29,1.1,0.027999999999999997,18,69,0.9916799999999999,3.24,0.54,10.0,6,1
1280,7.8,0.16,0.41,1.7,0.026000000000000002,29,140,0.991,3.02,0.78,12.5,6,1
2093,6.6,0.22,0.53,15.1,0.052000000000000005,22,136,0.9986,2.94,0.35,9.4,5,1
3584,7.4,0.25,0.28,7.25,0.027999999999999997,14,78,0.9923799999999999,2.94,0.37,11.5,7,1
1560,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,6,1
3048,7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,6,1
1770,7.8,0.39,0.26,9.9,0.059000000000000004,33,181,0.9955,3.04,0.42,10.9,6,1
3479,5.9,0.32,0.28,4.7,0.039,34,94,0.98964,3.22,0.57,13.1,7,1
3891,7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,1
1714,6.8,0.3,0.24,6.6,0.12300000000000001,35,116,0.9953,3.07,0.48,9.4,5,1
1875,6.6,0.31,0.38,16.05,0.057999999999999996,16,165,0.9997,3.38,0.6,9.2,5,1
2444,7.6,0.285,0.32,14.6,0.063,32,201,0.998,3.0,0.45,9.2,5,1
4875,7.4,0.22,0.26,1.2,0.035,18,97,0.99245,3.12,0.41,9.7,6,1
2184,6.4,0.33,0.24,9.8,0.040999999999999995,29,109,0.9956,3.29,0.47,10.1,6,1
4757,6.0,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7,1
403,7.1,0.27,0.31,18.2,0.046,55,252,1.0,3.07,0.56,8.7,5,1
1985,8.1,0.19,0.58,16.65,0.049,48,181,1.0006,3.2,0.62,9.1,6,1
1467,7.1,0.25,0.49,3.0,0.03,30,96,0.9903,3.13,0.39,12.3,7,1
567,6.0,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,5,1
4408,5.7,0.29,0.16,7.9,0.044000000000000004,48,197,0.9951200000000001,3.21,0.36,9.4,5,1
3779,6.5,0.32,0.45,7.7,0.022000000000000002,31,97,0.99134,3.2,0.7,12.7,7,1
1242,8.1,0.43,0.42,6.6,0.033,36,141,0.9918,2.98,0.39,13.3,7,1
1509,7.9,0.2,0.49,1.6,0.053,15,144,0.993,3.16,0.47,10.5,5,1
4702,6.4,0.69,0.09,7.6,0.044000000000000004,34,144,0.9948,3.26,0.38,10.1,6,1
1337,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10.0,5,1
2404,9.8,0.16,0.46,1.8,0.046,23,130,0.99587,3.04,0.67,9.6,5,1
4628,6.1,0.19,0.37,2.6,0.040999999999999995,24,99,0.9915299999999999,3.18,0.5,10.9,6,1
3835,6.2,0.31,0.23,3.3,0.052000000000000005,34,113,0.99429,3.16,0.48,8.4,5,1
4717,4.8,0.225,0.38,1.2,0.07400000000000001,47,130,0.9913200000000001,3.31,0.4,10.3,6,1
1321,7.3,0.43,0.37,4.6,0.027999999999999997,17,114,0.991,3.23,0.43,13.2,6,1
2344,7.0,0.23,0.26,7.2,0.040999999999999995,21,90,0.9950899999999999,3.22,0.55,9.5,6,1
1590,7.9,0.14,0.74,1.2,0.027999999999999997,30,165,0.991,3.08,0.82,12.3,6,1
4668,6.0,0.17,0.33,6.0,0.036000000000000004,30,111,0.9936200000000001,3.32,0.58,10.15,7,1
1975,6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5,6,1
1564,9.1,0.28,0.49,2.0,0.059000000000000004,10,112,0.9958,3.15,0.46,10.1,5,1
1524,6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6,1
2874,5.4,0.23,0.36,1.5,0.03,74,121,0.9897600000000001,3.24,0.99,12.1,7,1
2275,7.5,0.29,0.26,14.95,0.067,47,178,0.9983799999999999,3.04,0.49,9.2,4,1
4619,6.4,0.62,0.12,4.7,0.06,33,196,0.99556,3.22,0.48,8.9,5,1
92,6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,7,1
2673,7.9,0.37,0.31,2.85,0.037000000000000005,5,24,0.9911,3.19,0.36,11.9,6,1
3303,6.3,0.22,0.34,5.0,0.032,36,93,0.9901200000000001,3.27,0.36,13.5,7,1
797,6.9,0.24,0.33,12.5,0.046,47,153,0.9983,3.28,0.77,9.6,6,1
4345,7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,6,1
2457,8.1,0.33,0.36,7.4,0.037000000000000005,36,156,0.99592,3.19,0.54,10.6,6,1
190,6.6,0.28,0.28,8.5,0.052000000000000005,55,211,0.9962,3.09,0.55,8.9,6,1
599,6.9,0.19,0.4,1.4,0.036000000000000004,14,55,0.9909,3.08,0.68,11.5,7,1
3675,5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,6,1
1035,8.8,0.17,0.38,1.8,0.04,39,148,0.9942,3.16,0.67,10.2,6,1
4317,6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3.0,0.47,12.2,7,1
1551,6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,6,1
3878,6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,5,1
2626,8.0,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4,7,1
